"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.taskname","Answer.hitcode","Answer.instrument1","Answer.instrument2","Answer.instrument3","Answer.instrument4","Answer.instrument5","Answer.misccomments","Answer.musicexperience","Answer.musicrecency","Answer.notename","Answer.pianoexperience","Answer.pianorecency","Answer.piece1heard","Answer.piece1name","Answer.piece1played","Answer.piece2heard","Answer.piece2name","Answer.piece2played","Approve","Reject"
"2RVZXR24SMEZRYY6THE948P97D8H0Q","2CAVKCJ011K2Z0VVIFHWG18N4AJ8A8","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 15 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Mon Feb 10 12:38:53 GMT 2014","1","BatchId:1413108;","3600","28800","Mon Feb 10 12:50:31 GMT 2014","","","224GW40SPW1IFIT47LVJDNABM7X0DT","A1M1TSMJB12177","Submitted","Mon Feb 10 12:51:12 GMT 2014","Mon Feb 10 12:51:22 GMT 2014","Mon Feb 10 12:51:22 PST 2014","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","2_7_tcod","","","","","","","","0","0","","0","0","","","","","",""
"2GDXX2Q45UUKIKA4WDN1XS8OP90ASS","2CAVKCJ011K2Z0VVIFHWG18N4AJ8A8","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 15 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Mon Feb 10 12:38:53 GMT 2014","1","BatchId:1413108;","3600","28800","Mon Feb 10 12:50:32 GMT 2014","","","2XKSCXKNQY2R4FWUCUMEDHR00QZP0V","A1HGC1W5EWXUYS","Submitted","Mon Feb 10 12:47:06 GMT 2014","Mon Feb 10 13:07:14 GMT 2014","Mon Feb 10 13:07:14 PST 2014","","","","1208","0% (0/0)","0% (0/0)","0% (0/0)","2_9_obyh","","Guitar","Piana","","","","None","5","3","","3","6","Yes","Merry had a little lamb","Yes","Yes","Fur Elise","Yes"
"2LAMEZZ2MIKMF56WY4P3ITWW6S36NP","2CAVKCJ011K2Z0VVIFHWG18N4AJ8A8","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 15 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Mon Feb 10 12:38:54 GMT 2014","1","BatchId:1413108;","3600","28800","Mon Feb 10 12:50:35 GMT 2014","","","23EOFXRDS4ICTAA1WSAFW11AIECXUU","AVX3SWFMBEPMZ","Submitted","Mon Feb 10 12:50:19 GMT 2014","Mon Feb 10 13:23:03 GMT 2014","Mon Feb 10 13:23:03 PST 2014","","","","1964","0% (0/0)","0% (0/0)","0% (0/0)","4_9_nvss","","Guitar","Bass","keyboards","","","","6","2","","3","9","Yes","Mary had a little lamb","Yes","Yes","Fur Elise","No"
"2K839Z0B6UTOYPG24NKV1KGP51VNY3","2CAVKCJ011K2Z0VVIFHWG18N4AJ8A8","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 15 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Mon Feb 10 12:38:54 GMT 2014","1","BatchId:1413108;","3600","28800","Mon Feb 10 12:50:35 GMT 2014","","","26Y18N46UXFC50HLL9KNNSNT0E5SQD","A1X8BJ4LW9YW5D","Submitted","Mon Feb 10 12:42:27 GMT 2014","Mon Feb 10 12:59:13 GMT 2014","Mon Feb 10 12:59:13 PST 2014","","","","1006","0% (0/0)","0% (0/0)","0% (0/0)","8_0_qqis","","violin","guitar","","","","","6","9","","1","9","Yes","","No","Yes","","No"
"2TYW40SPW1INEDSMZZA3XAB6KPM1EX","2CAVKCJ011K2Z0VVIFHWG18N4AJ8A8","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 15 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Mon Feb 10 12:38:54 GMT 2014","1","BatchId:1413108;","3600","28800","Mon Feb 10 12:50:35 GMT 2014","","","2RQW2GTP9RA7K18AA10Y2OF7GF4PUZ","A1Y0Y6U906ABT5","Submitted","Mon Feb 10 12:39:19 GMT 2014","Mon Feb 10 13:35:52 GMT 2014","Mon Feb 10 13:35:52 PST 2014","","","","3393","0% (0/0)","0% (0/0)","0% (0/0)","8_1_sgpn","","piano","trumpet","","","","","9","3","Fsharp","9","3","Yes","forgot","Yes","Yes","Fur elise","Yes"
"280LKH1Q6SVQ0DKWVLL6V5OB4MIK10","2CAVKCJ011K2Z0VVIFHWG18N4AJ8A8","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 15 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Mon Feb 10 12:38:54 GMT 2014","1","BatchId:1413108;","3600","28800","Mon Feb 10 12:50:35 GMT 2014","","","2QB2D21O3W5X9WVDYN92UYEP1O7F9V","A1IQZMAPFSP9S0","Submitted","Mon Feb 10 12:39:58 GMT 2014","Mon Feb 10 13:03:46 GMT 2014","Mon Feb 10 13:03:46 PST 2014","","","","1428","0% (0/0)","0% (0/0)","0% (0/0)","8_2_bguc","","","","","","","was pretty fun once i got my fingers use to the keyboard","2","9","","1","1","Yes","mary had a little lamb","No","Yes","","No"
"2C88H88MQU6LXKNJLDSR7X4ARSEATH","2CAVKCJ011K2Z0VVIFHWG18N4AJ8A8","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 15 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Mon Feb 10 12:38:54 GMT 2014","1","BatchId:1413108;","3600","28800","Mon Feb 10 12:50:36 GMT 2014","","","2T85TYMNCWYBW5RX1NJH711J4J9OKJ","A35FHY70T3PL8I","Submitted","Mon Feb 10 12:39:42 GMT 2014","Mon Feb 10 13:02:11 GMT 2014","Mon Feb 10 13:02:11 PST 2014","","","","1349","0% (0/0)","0% (0/0)","0% (0/0)","8_4_ukpl","","piano","violin","bass","guitar","","no","9","2","F sharp","9","2","Yes","mary had a little lamb","Yes","Yes","Fur Elise","Yes"
"2MBYMNCWYB49754G1CO1BJON135MQ2","2CAVKCJ011K2Z0VVIFHWG18N4AJ8A8","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 15 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Mon Feb 10 12:38:55 GMT 2014","1","BatchId:1413108;","3600","28800","Mon Feb 10 12:50:36 GMT 2014","","","2K22SEIUUU00GMW8JZ9I28S2AYNRRO","A26TR1UD7FNB8K","Submitted","Mon Feb 10 12:42:07 GMT 2014","Mon Feb 10 13:00:07 GMT 2014","Mon Feb 10 13:00:07 PST 2014","","","","1080","0% (0/0)","0% (0/0)","0% (0/0)","8_5_rcyn","","","","","","","it was fun trying them out","2","2","no","2","1","No","","No","No","","No"
"20I11K274J79CM8UA3E4GUXFLM3DFE","2CAVKCJ011K2Z0VVIFHWG18N4AJ8A8","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 15 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Mon Feb 10 12:38:55 GMT 2014","1","BatchId:1413108;","3600","28800","Mon Feb 10 12:50:36 GMT 2014","","","2UUJE1M7PKK9DN8UXU1CA4LZDL2RYQ","A70AS0KVKADBY","Submitted","Mon Feb 10 12:44:24 GMT 2014","Mon Feb 10 13:09:38 GMT 2014","Mon Feb 10 13:09:38 PST 2014","","","","1514","0% (0/0)","0% (0/0)","0% (0/0)","8_7_gxit","","Piano","","","","","","3","9","F Sharp","3","9","Yes","Mary Had a Little Lamb","Yes","Yes","Fur Elise","Yes"
"27JSNQQ7Q670XX28LII1CTQCA6LAU8","2CAVKCJ011K2Z0VVIFHWG18N4AJ8A8","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 15 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Mon Feb 10 12:38:55 GMT 2014","1","BatchId:1413108;","3600","28800","Mon Feb 10 12:50:37 GMT 2014","","","2NGBDDP8PJWKM9PW6H23039ZG7OG54","A3G0T5Y7OSC76S","Submitted","Mon Feb 10 12:50:21 GMT 2014","Mon Feb 10 13:07:45 GMT 2014","Mon Feb 10 13:07:45 PST 2014","","","","1044","0% (0/0)","0% (0/0)","0% (0/0)","8_8_sggj","","flute","piccolo","guitar","","","no","9","9","","1","1","No","","No","No","","No"
"2MCFJ51Y7QEORBAE1W3S3MOF61DEBT","2CAVKCJ011K2Z0VVIFHWG18N4AJ8A8","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 15 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Mon Feb 10 12:38:55 GMT 2014","1","BatchId:1413108;","3600","28800","Mon Feb 10 12:50:37 GMT 2014","","","206OZFYQS1CSLI036M4SEIC1UUUMJ3","A365D8DBYZQZGT","Submitted","Mon Feb 10 12:48:22 GMT 2014","Mon Feb 10 13:21:02 GMT 2014","Mon Feb 10 13:21:02 PST 2014","","","","1960","0% (0/0)","0% (0/0)","0% (0/0)","8_9_zyaw","","piano","","","","","","8","2","","9","2","Yes","mary had a little lamb","Yes","Yes","fur elise","Yes"
"2NPD1X3V0FK04KWQS9SMHPKKIUQLEK","2CAVKCJ011K2Z0VVIFHWG18N4AJ8A8","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 15 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Mon Feb 10 12:38:55 GMT 2014","1","BatchId:1413108;","3600","28800","Mon Feb 10 12:50:37 GMT 2014","","","2S20RYNJ92NJCICTKHAT4HYWICBA5M","APUDEHJUFAFZV","Submitted","Mon Feb 10 12:46:05 GMT 2014","Mon Feb 10 13:09:07 GMT 2014","Mon Feb 10 13:09:07 PST 2014","","","","1382","0% (0/0)","0% (0/0)","0% (0/0)","16_0_gsrj","","Saxophone","","","","","I have used other piano programs that utilize your keyboard and the layout of Fruity Loops is the easiest to master in my opinion.","6","2","F sharp","4","2","Yes","Mary Had a Little Lamb","Yes","Yes","Fur Elise","Yes"
"2W151Y7QEOZFQM4PLNKMYFXRM13DGD","2CAVKCJ011K2Z0VVIFHWG18N4AJ8A8","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 15 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Mon Feb 10 12:38:55 GMT 2014","1","BatchId:1413108;","3600","28800","Mon Feb 10 12:50:38 GMT 2014","","","2TNCNHMVHVKCBWDPTXY4T79K6SP425","A3J57G3L42PDR4","Submitted","Mon Feb 10 12:50:12 GMT 2014","Mon Feb 10 13:02:00 GMT 2014","Mon Feb 10 13:02:00 PST 2014","","","","708","0% (0/0)","0% (0/0)","0% (0/0)","16_3_xbie","","","","","","","It was fun!","2","9","","2","9","Yes","","No","Yes","","No"
"26U6SK9RJ85OREB2QH1AZMOOZEDT5U","2CAVKCJ011K2Z0VVIFHWG18N4AJ8A8","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 15 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Mon Feb 10 12:38:55 GMT 2014","1","BatchId:1413108;","3600","28800","Mon Feb 10 12:50:38 GMT 2014","","","20K1CSTMOFXR5OG6LW5YNNXJVIJPSJ","A2YI1E86RZWSWD","Submitted","Mon Feb 10 12:39:31 GMT 2014","Mon Feb 10 13:10:03 GMT 2014","Mon Feb 10 13:10:03 PST 2014","","","","1832","0% (0/0)","0% (0/0)","0% (0/0)","16_4_irwj","","drums","","","","","Thank You for allowing me to participate in your well designed HIT. Please send A2YI1E86RZWSWD any “exclusive” HITS that you may have available. Of course, any Bonus Tips are always greatly appreciated. Also, I Sport A 99% Plus Approval Rate So You Can Be Assured Your Results Have Integrity! Thanks again and Good Luck!!!","9","2","no","5","9","Yes","","No","Yes","","No"
"2W20COK2JE1MZLW8IGIWGOZALA4MTG","2CAVKCJ011K2Z0VVIFHWG18N4AJ8A8","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 15 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Mon Feb 10 12:38:55 GMT 2014","1","BatchId:1413108;","3600","28800","Mon Feb 10 12:50:38 GMT 2014","","","2YP7H57DZKPF60Q4MC4MC5L8Y552CF","A3LNPBZXHKKAA7","Submitted","Mon Feb 10 12:40:10 GMT 2014","Mon Feb 10 13:09:46 GMT 2014","Mon Feb 10 13:09:46 PST 2014","","","","1776","0% (0/0)","0% (0/0)","0% (0/0)","16_5_shbd","","","","","","","this was very fun.  Thank you for allowing me to participate!","2","2","","1","1","Yes","","No","Yes","","No"
"2D2UDD8XMB3QV5BOK1LTY6T4N5SPEP","2CAVKCJ011K2Z0VVIFHWG18N4AJ8A8","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 15 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Mon Feb 10 12:38:55 GMT 2014","1","BatchId:1413108;","3600","28800","Mon Feb 10 12:50:39 GMT 2014","","","21FDWIOV1S7SFZPHPPS38DZ8349YJ6","AKATCXM6HXIU7","Submitted","Mon Feb 10 12:48:03 GMT 2014","Mon Feb 10 13:18:10 GMT 2014","Mon Feb 10 13:18:10 PST 2014","","","","1807","0% (0/0)","0% (0/0)","0% (0/0)","16_6_iokr","","","","","","","","2","9","","1","1","Yes","mary had a little lamb","Yes","No","","No"
"21MF0OHOVR14ATWCBG02RECWJGX45C","2CAVKCJ011K2Z0VVIFHWG18N4AJ8A8","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 15 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Mon Feb 10 12:38:55 GMT 2014","1","BatchId:1413108;","3600","28800","Mon Feb 10 12:50:39 GMT 2014","","","2N9JHP4BDDKGWUKF1S0XDG35NSSZ6R","A1Q9UXA1K3MFQO","Submitted","Mon Feb 10 12:40:33 GMT 2014","Mon Feb 10 12:57:10 GMT 2014","Mon Feb 10 12:57:10 PST 2014","","","","997","0% (0/0)","0% (0/0)","0% (0/0)","16_8_makm","","","","","","","","7","9","","6","9","Yes","mary hand a little lamb","Yes","Yes","","No"
"2BUF806UFBNFKRSIUAU9FSW6WQ11FF","2CAVKCJ011K2Z0VVIFHWG18N4AJ8A8","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 15 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Mon Feb 10 12:38:55 GMT 2014","1","BatchId:1413108;","3600","28800","Mon Feb 10 12:50:39 GMT 2014","","","2M4F0CP5KXPTAJU66T74ZM7NE2OYXU","A23AWSZSAGLY8X","Submitted","Mon Feb 10 12:51:38 GMT 2014","Mon Feb 10 13:13:37 GMT 2014","Mon Feb 10 13:13:37 PST 2014","","","","1319","0% (0/0)","0% (0/0)","0% (0/0)","16_9_xalm","","","","","","","No.","2","9","","1","1","Yes","Mary Had a Little Lamb","No","Yes","Moonlight Sonata","No"
