"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.taskname","Answer.hitcode","Answer.instrument1","Answer.instrument2","Answer.instrument3","Answer.instrument4","Answer.instrument5","Answer.misccomments","Answer.musicexperience","Answer.musicrecency","Answer.notename","Answer.pianoexperience","Answer.pianorecency","Answer.piece1heard","Answer.piece1name","Answer.piece1played","Answer.piece2heard","Answer.piece2name","Answer.piece2played","Answer.readsongname","Answer.useragent","Approve","Reject"
"2CUNHMVHVKCJSXD8B2VJH9KQ5PX536","2D3VKI62NJQ2T3ENI4HHGBKLCZ4LTT","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 20 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Wed Feb 12 16:18:10 GMT 2014","1","BatchId:1416255;","3600","28800","Wed Feb 19 16:18:10 GMT 2014","","","2I6BDPGFL6VCHSBX0I4WSOV199CJ4L","A3E73BVSABJ7LM","Submitted","Wed Feb 12 16:20:18 GMT 2014","Wed Feb 12 16:42:31 GMT 2014","Wed Feb 12 16:42:31 PST 2014","","","","1333","0% (0/0)","0% (0/0)","0% (0/0)","64_8_rwcd_v4","131341","","","","","","","2","9","","1","1","Yes","Mary had a little lamb","No","No","","No","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
"2GFR24SMEZZ2EEWAW4L8Z9Y3HCS2JE","2D3VKI62NJQ2T3ENI4HHGBKLCZ4LTT","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 20 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Wed Feb 12 16:18:10 GMT 2014","1","BatchId:1416255;","3600","28800","Wed Feb 19 16:18:10 GMT 2014","","","21KQV66RLPHILZTJ55MKS62N0SSE6M","A3862RIFFUV141","Submitted","Wed Feb 12 17:37:24 GMT 2014","Wed Feb 12 17:55:08 GMT 2014","Wed Feb 12 17:55:08 PST 2014","","","","1064","0% (0/0)","0% (0/0)","0% (0/0)","8_9_kopt_v4","355942","piano","","","","","A long time ago I knew the notes on the scales but it's been over 20 years.","2","9","","3","9","Yes","Mary Had a Little Lamb","No","Yes","","No","","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
"2NDCPWZ9RNDWAK7P12JNDDTG3KYRC3","2D3VKI62NJQ2T3ENI4HHGBKLCZ4LTT","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 20 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Wed Feb 12 16:18:10 GMT 2014","1","BatchId:1416255;","3600","28800","Wed Feb 19 16:18:10 GMT 2014","","","244F806UFBNFKRSIUAU9FSW64INF13","A22MGJB7L33ISJ","Submitted","Wed Feb 12 17:02:26 GMT 2014","Wed Feb 12 17:32:52 GMT 2014","Wed Feb 12 17:32:52 PST 2014","","","","1826","0% (0/0)","0% (0/0)","0% (0/0)","2_0_izbs_v4","403318","n/a","","","","","thanks!","2","9","","1","1","No","","No","No","","No","","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
"2YDWAVKI62NJIYDVBU090H6BT47JR9","2D3VKI62NJQ2T3ENI4HHGBKLCZ4LTT","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 20 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Wed Feb 12 16:18:10 GMT 2014","1","BatchId:1416255;","3600","28800","Wed Feb 19 16:18:10 GMT 2014","","","2QY7D1X3V0FKS808BE51W7PK1B6KDZ","A1O67YS3DU0ZHX","Submitted","Wed Feb 12 16:19:29 GMT 2014","Wed Feb 12 16:38:53 GMT 2014","Wed Feb 12 16:38:53 PST 2014","","","","1164","0% (0/0)","0% (0/0)","0% (0/0)","64_9_qcvm_v4","123844","Piano","","","","","Very interesting HIT, thank you","9","2","Yes, F sharp","9","2","Yes","Fur Elise","Yes","Yes","Mary Had a Little Lamb","Yes","Twinkle twinkle, little star","Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
"22DWJ5OPB0YV8VKMVR27OP9UCKXX5X","2D3VKI62NJQ2T3ENI4HHGBKLCZ4LTT","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 20 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Wed Feb 12 16:18:10 GMT 2014","1","BatchId:1416255;","3600","28800","Wed Feb 19 16:18:10 GMT 2014","","","2TEJUNU8LZ6RZWST04ZDIJ3VV9HJ31","A3GPR8TTDAX01S","Submitted","Wed Feb 12 17:09:48 GMT 2014","Wed Feb 12 17:51:48 GMT 2014","Wed Feb 12 17:51:48 PST 2014","","","","2520","0% (0/0)","0% (0/0)","0% (0/0)","64_3_njma_v4","71114","","","","","","This was challenging and fun.","2","2","","1","1","Yes","Mary Had A Little Lamb","No","Yes","","No","","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
"2KE5XH0JPPSIUGA2YGJPH5KLVPRMGK","2D3VKI62NJQ2T3ENI4HHGBKLCZ4LTT","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 20 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Wed Feb 12 16:18:10 GMT 2014","1","BatchId:1416255;","3600","28800","Wed Feb 19 16:18:10 GMT 2014","","","2M7806UFBNFSNC69OY052W6NX3ZG2I","A2J7PEUIO2WVUN","Submitted","Wed Feb 12 16:19:11 GMT 2014","Wed Feb 12 16:37:58 GMT 2014","Wed Feb 12 16:37:58 PST 2014","","","","1127","0% (0/0)","0% (0/0)","0% (0/0)","32_3_xpeq_v4","84732","","","","","","no","2","9","","1","1","No","","No","No","","No","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
"238U6L5OBVCITN9LD59JP7GUAT9ZGE","2D3VKI62NJQ2T3ENI4HHGBKLCZ4LTT","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 20 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Wed Feb 12 16:18:10 GMT 2014","1","BatchId:1416255;","3600","28800","Wed Feb 19 16:18:10 GMT 2014","","","25SFK0COK2JETIJDTF0L1W6OGCXKR5","A1VR0MYJJQ1G5Y","Submitted","Wed Feb 12 16:21:12 GMT 2014","Wed Feb 12 16:42:30 GMT 2014","Wed Feb 12 16:42:30 PST 2014","","","","1278","0% (0/0)","0% (0/0)","0% (0/0)","2_1_avbm_v4","508846","","","","","","","3","9","","1","1","No","","No","No","","No","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
"23I5BMJTUHYWUC5DIM1725WMAP4MHJ","2D3VKI62NJQ2T3ENI4HHGBKLCZ4LTT","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 20 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Wed Feb 12 16:18:10 GMT 2014","1","BatchId:1416255;","3600","28800","Wed Feb 19 16:18:10 GMT 2014","","","2GPBAT2D5NQYF1RRZVAGFTYM4EH73I","A2YFM1CTH90BFH","Submitted","Wed Feb 12 16:21:50 GMT 2014","Wed Feb 12 16:45:02 GMT 2014","Wed Feb 12 16:45:02 PST 2014","","","","1392","0% (0/0)","0% (0/0)","0% (0/0)","1_0_sgio_v4","26256","guitar","","","","","no comments","4","4","","2","7","Yes","Mary Had a Little Lamb","Yes","Yes","","No","","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
"2CYULF395SW6FCD31YEYXJBYOKARD3","2D3VKI62NJQ2T3ENI4HHGBKLCZ4LTT","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 20 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Wed Feb 12 16:18:10 GMT 2014","1","BatchId:1416255;","3600","28800","Wed Feb 19 16:18:10 GMT 2014","","","2XEHGYQ4J3NA32N3VA6O8YITIV3OBF","A26NBIMTE4L16C","Submitted","Wed Feb 12 16:45:42 GMT 2014","Wed Feb 12 17:14:00 GMT 2014","Wed Feb 12 17:14:00 PST 2014","","","","1698","0% (0/0)","0% (0/0)","0% (0/0)","64_0_rfve_v4","138584","","","","","","","3","9","","1","1","Yes","","No","Yes","","No","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
"2F4NCWYB49F9KO456WSJYNSTE00OSL","2D3VKI62NJQ2T3ENI4HHGBKLCZ4LTT","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 20 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Wed Feb 12 16:18:10 GMT 2014","1","BatchId:1416255;","3600","28800","Wed Feb 19 16:18:10 GMT 2014","","","2JRJMJUNU8LZYNJOP0I9ID8JKX31HQ","A9S24RMJ0AN6Z","Submitted","Wed Feb 12 17:06:58 GMT 2014","Wed Feb 12 17:30:49 GMT 2014","Wed Feb 12 17:30:49 PST 2014","","","","1431","0% (0/0)","0% (0/0)","0% (0/0)","64_7_ktgv_v4","178157","","","","","","It was really fun.","3","9","","3","9","Yes","Fur elise","Yes","Yes","Mary Had a little Lamb","Yes","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
"2YN7DZKPFE4E89T1VXWLII9N8F2F5P","2D3VKI62NJQ2T3ENI4HHGBKLCZ4LTT","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 20 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Wed Feb 12 16:18:10 GMT 2014","1","BatchId:1416255;","3600","28800","Wed Feb 19 16:18:10 GMT 2014","","","2VQ58B727M0I8BW5MWXYPSVFLX2WBZ","A49J8YAFS8J7I","Submitted","Wed Feb 12 16:21:49 GMT 2014","Wed Feb 12 16:46:09 GMT 2014","Wed Feb 12 16:46:09 PST 2014","","","","1460","0% (0/0)","0% (0/0)","0% (0/0)","2_3_zrue_v4","192536","none","none","none","none","none","Frustrating","2","9","","1","1","Yes","merry had a little lamb","No","No","don't know","No","no","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
"2E2O2L92HECW229R7J3CP0CPE3SGH5","2D3VKI62NJQ2T3ENI4HHGBKLCZ4LTT","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 20 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Wed Feb 12 16:18:10 GMT 2014","1","BatchId:1416255;","3600","28800","Wed Feb 19 16:18:10 GMT 2014","","","2UXUFJ51Y7QEGVRMZNSC2TMOWZFADD","A1HUUSCZ4I5SOP","Submitted","Wed Feb 12 17:03:51 GMT 2014","Wed Feb 12 17:24:11 GMT 2014","Wed Feb 12 17:24:11 PST 2014","","","","1220","0% (0/0)","0% (0/0)","0% (0/0)","16_0_nner_v4","386222","","","","","","","5","9","","1","9","Yes","","Yes","Yes","","Yes","","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
"2BZYW2GTP9RAZOHKVWX98SOFGJEOTA","2D3VKI62NJQ2T3ENI4HHGBKLCZ4LTT","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 20 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Wed Feb 12 16:18:10 GMT 2014","1","BatchId:1416255;","3600","28800","Wed Feb 19 16:18:10 GMT 2014","","","2LJI8IUB2YU90FTG2G23V0FB0B2J75","A24ZKEJTS1O4IW","Submitted","Wed Feb 12 16:20:34 GMT 2014","Wed Feb 12 16:46:23 GMT 2014","Wed Feb 12 16:46:23 PST 2014","","","","1549","0% (0/0)","0% (0/0)","0% (0/0)","32_1_yyvp_v4","32645","Guitar","","","","","","6","2","","2","4","Yes","Mary had a little lamb","No","Yes","Fur Elise","No","","Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
"2Q69Z6KW4ZMARDTF0G6QAONN4ADF65","2D3VKI62NJQ2T3ENI4HHGBKLCZ4LTT","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 20 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Wed Feb 12 16:18:10 GMT 2014","1","BatchId:1416255;","3600","28800","Wed Feb 19 16:18:10 GMT 2014","","","2PC0COK2JE1MZLW8IGIWGOZAT2PMTP","A2E3TO92MCQ9XU","Submitted","Wed Feb 12 16:19:11 GMT 2014","Wed Feb 12 16:29:29 GMT 2014","Wed Feb 12 16:29:29 PST 2014","","","","618","100% (1/1)","0% (0/0)","0% (0/0)","4_8_gamk_v4","173708","","","","","","","2","9","","1","1","No","","No","Yes","Fur Elise","No","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
